Date,CumulativeCases,TimeDays
2023-07-09,2043161,1281
2023-07-10,2043161,1282
2023-07-11,2043161,1283
2023-07-12,2043161,1284
2023-07-13,2043161,1285
2023-07-14,2043161,1286
2023-07-15,2043161,1287
2023-07-16,2043577,1288
2023-07-17,2043577,1289
2023-07-18,2043577,1290
2023-07-19,2043577,1291
2023-07-20,2043577,1292
2023-07-21,2043577,1293
2023-07-22,2043577,1294
2023-07-23,2043971,1295
2023-07-24,2043971,1296
2023-07-25,2043971,1297
2023-07-26,2043971,1298
2023-07-27,2043971,1299
2023-07-28,2043971,1300
2023-07-29,2043971,1301
2023-07-30,2044410,1302
2023-07-31,2044410,1303
2023-08-01,2044410,1304
2023-08-02,2044410,1305
2023-08-03,2044410,1306
2023-08-04,2044410,1307
2023-08-05,2044410,1308
2023-08-06,2044779,1309
2023-08-07,2044779,1310
2023-08-08,2044779,1311
2023-08-09,2044779,1312
2023-08-10,2044779,1313
2023-08-11,2044779,1314
2023-08-12,2044779,1315
2023-08-13,2044997,1316
2023-08-14,2044997,1317
2023-08-15,2044997,1318
2023-08-16,2044997,1319
2023-08-17,2044997,1320
2023-08-18,2044997,1321
2023-08-19,2044997,1322
2023-08-20,2045159,1323
2023-08-21,2045159,1324
2023-08-22,2045159,1325
2023-08-23,2045159,1326
2023-08-24,2045159,1327
2023-08-25,2045159,1328
2023-08-26,2045159,1329
2023-08-27,2045286,1330
2023-08-28,2045286,1331
2023-08-29,2045286,1332
2023-08-30,2045286,1333
2023-08-31,2045286,1334
2023-09-01,2045286,1335
2023-09-02,2045286,1336
2023-09-03,2045408,1337
2023-09-04,2045408,1338
2023-09-05,2045408,1339
2023-09-06,2045408,1340
2023-09-07,2045408,1341
2023-09-08,2045408,1342
2023-09-09,2045408,1343
2023-09-10,2045517,1344
2023-09-11,2045517,1345
2023-09-12,2045517,1346
2023-09-13,2045517,1347
2023-09-14,2045517,1348
2023-09-15,2045517,1349
2023-09-16,2045517,1350
2023-09-17,2045602,1351
2023-09-18,2045602,1352
2023-09-19,2045602,1353
2023-09-20,2045602,1354
2023-09-21,2045602,1355
2023-09-22,2045602,1356
2023-09-23,2045602,1357
2023-09-24,2045671,1358
2023-09-25,2045671,1359
2023-09-26,2045671,1360
2023-09-27,2045671,1361
2023-09-28,2045671,1362
2023-09-29,2045671,1363
2023-09-30,2045671,1364
2023-10-01,2045734,1365
2023-10-02,2045734,1366
2023-10-03,2045734,1367
2023-10-04,2045734,1368
2023-10-05,2045734,1369
2023-10-06,2045734,1370
2023-10-07,2045734,1371
2023-10-08,2045789,1372
2023-10-09,2045789,1373
2023-10-10,2045789,1374
2023-10-11,2045789,1375
2023-10-12,2045789,1376
2023-10-13,2045789,1377
2023-10-14,2045789,1378
2023-10-15,2045843,1379
2023-10-16,2045843,1380
2023-10-17,2045843,1381
2023-10-18,2045843,1382
2023-10-19,2045843,1383
2023-10-20,2045843,1384
2023-10-21,2045843,1385
2023-10-22,2045892,1386
2023-10-23,2045892,1387
2023-10-24,2045892,1388
2023-10-25,2045892,1389
2023-10-26,2045892,1390
2023-10-27,2045892,1391
2023-10-28,2045892,1392
2023-10-29,2045923,1393
2023-10-30,2045923,1394
2023-10-31,2045923,1395
2023-11-01,2045923,1396
2023-11-02,2045923,1397
2023-11-03,2045923,1398
2023-11-04,2045923,1399
2023-11-05,2045958,1400
2023-11-06,2045958,1401
2023-11-07,2045958,1402
2023-11-08,2045958,1403
2023-11-09,2045958,1404
2023-11-10,2045958,1405
2023-11-11,2045958,1406
2023-11-12,2045992,1407
2023-11-13,2045992,1408
2023-11-14,2045992,1409
2023-11-15,2045992,1410
2023-11-16,2045992,1411
2023-11-17,2045992,1412
2023-11-18,2045992,1413
2023-11-19,2046026,1414
2023-11-20,2046026,1415
2023-11-21,2046026,1416
2023-11-22,2046026,1417
2023-11-23,2046026,1418
2023-11-24,2046026,1419
2023-11-25,2046026,1420
2023-11-26,2046060,1421
2023-11-27,2046060,1422
2023-11-28,2046060,1423
2023-11-29,2046060,1424
2023-11-30,2046060,1425
2023-12-01,2046060,1426
2023-12-02,2046060,1427
2023-12-03,2046090,1428
2023-12-04,2046090,1429
2023-12-05,2046090,1430
2023-12-06,2046090,1431
2023-12-07,2046090,1432
2023-12-08,2046090,1433
2023-12-09,2046090,1434
2023-12-10,2046133,1435
2023-12-11,2046133,1436
2023-12-12,2046133,1437
2023-12-13,2046133,1438
2023-12-14,2046133,1439
2023-12-15,2046133,1440
2023-12-16,2046133,1441
2023-12-17,2046165,1442
2023-12-18,2046165,1443
2023-12-19,2046165,1444
2023-12-20,2046165,1445
2023-12-21,2046165,1446
2023-12-22,2046165,1447
2023-12-23,2046165,1448
2023-12-24,2046207,1449
2023-12-25,2046207,1450
2023-12-26,2046207,1451
2023-12-27,2046207,1452
2023-12-28,2046207,1453
2023-12-29,2046207,1454
2023-12-30,2046207,1455
2023-12-31,2046292,1456
2024-01-01,2046292,1457
2024-01-02,2046292,1458
2024-01-03,2046292,1459
2024-01-04,2046292,1460
2024-01-05,2046292,1461
2024-01-06,2046292,1462
2024-01-07,2046409,1463
2024-01-08,2046409,1464
2024-01-09,2046409,1465
2024-01-10,2046409,1466
2024-01-11,2046409,1467
2024-01-12,2046409,1468
2024-01-13,2046409,1469
2024-01-14,2046599,1470
2024-01-15,2046599,1471
2024-01-16,2046599,1472
2024-01-17,2046599,1473
2024-01-18,2046599,1474
2024-01-19,2046599,1475
2024-01-20,2046599,1476
2024-01-21,2046758,1477
2024-01-22,2046758,1478
2024-01-23,2046758,1479
2024-01-24,2046758,1480
2024-01-25,2046758,1481
2024-01-26,2046758,1482
2024-01-27,2046758,1483
2024-01-28,2046998,1484
2024-01-29,2046998,1485
2024-01-30,2046998,1486
2024-01-31,2046998,1487
2024-02-01,2046998,1488
2024-02-02,2046998,1489
2024-02-03,2046998,1490
2024-02-04,2047297,1491
2024-02-05,2047297,1492
2024-02-06,2047297,1493
2024-02-07,2047297,1494
2024-02-08,2047297,1495
2024-02-09,2047297,1496
2024-02-10,2047297,1497
2024-02-11,2047552,1498
2024-02-12,2047552,1499
2024-02-13,2047552,1500
2024-02-14,2047552,1501
2024-02-15,2047552,1502
2024-02-16,2047552,1503
2024-02-17,2047552,1504
2024-02-18,2047887,1505
2024-02-19,2047887,1506
2024-02-20,2047887,1507
2024-02-21,2047887,1508
2024-02-22,2047887,1509
2024-02-23,2047887,1510
2024-02-24,2047887,1511
2024-02-25,2048232,1512
2024-02-26,2048232,1513
2024-02-27,2048232,1514
2024-02-28,2048232,1515
2024-02-29,2048232,1516
2024-03-01,2048232,1517
2024-03-02,2048232,1518
2024-03-03,2048588,1519
2024-03-04,2048588,1520
2024-03-05,2048588,1521
2024-03-06,2048588,1522
2024-03-07,2048588,1523
2024-03-08,2048588,1524
2024-03-09,2048588,1525
2024-03-10,2048914,1526
2024-03-11,2048914,1527
2024-03-12,2048914,1528
2024-03-13,2048914,1529
2024-03-14,2048914,1530
2024-03-15,2048914,1531
2024-03-16,2048914,1532
2024-03-17,2049155,1533
2024-03-18,2049155,1534
2024-03-19,2049155,1535
2024-03-20,2049155,1536
2024-03-21,2049155,1537
2024-03-22,2049155,1538
2024-03-23,2049155,1539
2024-03-24,2049377,1540
2024-03-25,2049377,1541
2024-03-26,2049377,1542
2024-03-27,2049377,1543
2024-03-28,2049377,1544
2024-03-29,2049377,1545
2024-03-30,2049377,1546
2024-03-31,2049519,1547
2024-04-01,2049519,1548
2024-04-02,2049519,1549
2024-04-03,2049519,1550
2024-04-04,2049519,1551
2024-04-05,2049519,1552
2024-04-06,2049519,1553
2024-04-07,2049645,1554
2024-04-08,2049645,1555
2024-04-09,2049645,1556
2024-04-10,2049645,1557
2024-04-11,2049645,1558
2024-04-12,2049645,1559
2024-04-13,2049645,1560
2024-04-14,2049728,1561
2024-04-15,2049728,1562
2024-04-16,2049728,1563
2024-04-17,2049728,1564
2024-04-18,2049728,1565
2024-04-19,2049728,1566
2024-04-20,2049728,1567
2024-04-21,2049850,1568
2024-04-22,2049850,1569
2024-04-23,2049850,1570
2024-04-24,2049850,1571
2024-04-25,2049850,1572
2024-04-26,2049850,1573
2024-04-27,2049850,1574
2024-04-28,2049970,1575
2024-04-29,2049970,1576
2024-04-30,2049970,1577
2024-05-01,2049970,1578
2024-05-02,2049970,1579
2024-05-03,2049970,1580
2024-05-04,2049970,1581
2024-05-05,2050060,1582
2024-05-06,2050060,1583
2024-05-07,2050060,1584
2024-05-08,2050060,1585
2024-05-09,2050060,1586
2024-05-10,2050060,1587
2024-05-11,2050060,1588
2024-05-12,2050156,1589
2024-05-13,2050156,1590
2024-05-14,2050156,1591
2024-05-15,2050156,1592
2024-05-16,2050156,1593
2024-05-17,2050156,1594
2024-05-18,2050156,1595
2024-05-19,2050243,1596
2024-05-20,2050243,1597
2024-05-21,2050243,1598
2024-05-22,2050243,1599
2024-05-23,2050243,1600
2024-05-24,2050243,1601
2024-05-25,2050243,1602
2024-05-26,2050367,1603
2024-05-27,2050367,1604
2024-05-28,2050367,1605
2024-05-29,2050367,1606
2024-05-30,2050367,1607
2024-05-31,2050367,1608
2024-06-01,2050367,1609
2024-06-02,2050511,1610
2024-06-03,2050511,1611
2024-06-04,2050511,1612
2024-06-05,2050511,1613
2024-06-06,2050511,1614
2024-06-07,2050511,1615
2024-06-08,2050511,1616
2024-06-09,2050703,1617
2024-06-10,2050703,1618
2024-06-11,2050703,1619
2024-06-12,2050703,1620
2024-06-13,2050703,1621
2024-06-14,2050703,1622
2024-06-15,2050703,1623
2024-06-16,2050834,1624
2024-06-17,2050834,1625
2024-06-18,2050834,1626
2024-06-19,2050834,1627
2024-06-20,2050834,1628
2024-06-21,2050834,1629
2024-06-22,2050834,1630
2024-06-23,2050900,1631
2024-06-24,2050900,1632
2024-06-25,2050900,1633
2024-06-26,2050900,1634
2024-06-27,2050900,1635
2024-06-28,2050900,1636
2024-06-29,2050900,1637
2024-06-30,2051009,1638
2024-07-01,2051009,1639
2024-07-02,2051009,1640
2024-07-03,2051009,1641
2024-07-04,2051009,1642
2024-07-05,2051009,1643
2024-07-06,2051009,1644
2024-07-07,2051130,1645
2024-07-08,2051130,1646
2024-07-09,2051130,1647
2024-07-10,2051130,1648
2024-07-11,2051130,1649
2024-07-12,2051130,1650
2024-07-13,2051130,1651
2024-07-14,2051232,1652
2024-07-15,2051232,1653
2024-07-16,2051232,1654
2024-07-17,2051232,1655
2024-07-18,2051232,1656
2024-07-19,2051232,1657
2024-07-20,2051232,1658
2024-07-21,2051272,1659
2024-07-22,2051272,1660
2024-07-23,2051272,1661
2024-07-24,2051272,1662
2024-07-25,2051272,1663
2024-07-26,2051272,1664
2024-07-27,2051272,1665
2024-07-28,2051308,1666
2024-07-29,2051308,1667
2024-07-30,2051308,1668
2024-07-31,2051308,1669
2024-08-01,2051308,1670
2024-08-02,2051308,1671
2024-08-03,2051308,1672
2024-08-04,2051348,1673
